// This snapshot file has been created by GetDiag
// Time: 3/20/2016 3:54:04 PM
// The currently logged on user: Operator
// Source: 10.8.113.138
// Total parameters (in sr2.csv): 19747
@GV.NOS_BUFF.35.INDEX,1,INT
@GV.NOS_BUFF.35.TIMESTAMP.Seconds,1458369286,DWORD
@GV.NOS_BUFF.35.TIMESTAMP.MicroSec,797973,DWORD
@GV.NOS_BUFF.36.HANDLE,187,INT
@GV.NOS_BUFF.36.STATE,1,INT
@GV.NOS_BUFF.36.INDEX,1,INT
@GV.NOS_BUFF.36.TIMESTAMP.Seconds,1458369292,DWORD
@GV.NOS_BUFF.36.TIMESTAMP.MicroSec,138184,DWORD
@GV.NOS_BUFF.37.HANDLE,187,INT
@GV.NOS_BUFF.37.STATE,3,INT
@GV.NOS_BUFF.37.INDEX,1,INT
@GV.NOS_BUFF.37.TIMESTAMP.Seconds,1458369295,DWORD
@GV.NOS_BUFF.37.TIMESTAMP.MicroSec,438310,DWORD
@GV.NOS_BUFF.38.HANDLE,187,INT
@GV.NOS_BUFF.38.STATE,1,INT
@GV.NOS_BUFF.38.INDEX,1,INT
@GV.NOS_BUFF.38.TIMESTAMP.Seconds,1458369302,DWORD
@GV.NOS_BUFF.38.TIMESTAMP.MicroSec,848561,DWORD
@GV.NOS_BUFF.39.HANDLE,187,INT
@GV.NOS_BUFF.39.STATE,3,INT
@GV.NOS_BUFF.39.INDEX,1,INT
@GV.NOS_BUFF.39.TIMESTAMP.Seconds,1458369308,DWORD
@GV.NOS_BUFF.39.TIMESTAMP.MicroSec,248723,DWORD
@GV.NOS_BUFF.40.HANDLE,187,INT
@GV.NOS_BUFF.40.STATE,1,INT
@GV.NOS_BUFF.40.INDEX,1,INT
@GV.NOS_BUFF.40.TIMESTAMP.Seconds,1458369313,DWORD
@GV.NOS_BUFF.40.TIMESTAMP.MicroSec,258872,DWORD
@GV.NOS_BUFF.41.HANDLE,187,INT
@GV.NOS_BUFF.41.STATE,3,INT
@GV.NOS_BUFF.41.INDEX,1,INT
@GV.NOS_BUFF.41.TIMESTAMP.Seconds,1458369322,DWORD
@GV.NOS_BUFF.41.TIMESTAMP.MicroSec,469144,DWORD
@GV.NOS_BUFF.42.HANDLE,187,INT
@GV.NOS_BUFF.42.STATE,1,INT
@GV.NOS_BUFF.42.INDEX,1,INT
@GV.NOS_BUFF.42.TIMESTAMP.Seconds,1458369336,DWORD
@GV.NOS_BUFF.42.TIMESTAMP.MicroSec,29528,DWORD
@GV.NOS_BUFF.43.HANDLE,187,INT
@GV.NOS_BUFF.43.STATE,3,INT
@GV.NOS_BUFF.43.INDEX,1,INT
@GV.NOS_BUFF.43.TIMESTAMP.Seconds,1458369338,DWORD
@GV.NOS_BUFF.43.TIMESTAMP.MicroSec,789579,DWORD
@GV.NOS_BUFF.44.HANDLE,187,INT
@GV.NOS_BUFF.44.STATE,1,INT
@GV.NOS_BUFF.44.INDEX,1,INT
@GV.NOS_BUFF.44.TIMESTAMP.Seconds,1458369346,DWORD
@GV.NOS_BUFF.44.TIMESTAMP.MicroSec,49732,DWORD
@GV.NOS_BUFF.45.HANDLE,187,INT
@GV.NOS_BUFF.45.STATE,3,INT
@GV.NOS_BUFF.45.INDEX,1,INT
@GV.NOS_BUFF.45.TIMESTAMP.Seconds,1458369356,DWORD
@GV.NOS_BUFF.45.TIMESTAMP.MicroSec,909949,DWORD
@GV.NOS_BUFF.46.HANDLE,187,INT
@GV.NOS_BUFF.46.STATE,1,INT
@GV.NOS_BUFF.46.INDEX,1,INT
@GV.NOS_BUFF.46.TIMESTAMP.Seconds,1458369362,DWORD
@GV.NOS_BUFF.46.TIMESTAMP.MicroSec,580065,DWORD
@GV.NOS_BUFF.47.HANDLE,187,INT
@GV.NOS_BUFF.47.STATE,3,INT
@GV.NOS_BUFF.47.INDEX,1,INT
@GV.NOS_BUFF.47.TIMESTAMP.Seconds,1458369435,DWORD
@GV.NOS_BUFF.47.TIMESTAMP.MicroSec,930815,DWORD
@GV.NOS_BUFF.48.HANDLE,187,INT
@GV.NOS_BUFF.48.STATE,1,INT
@GV.NOS_BUFF.48.INDEX,1,INT
@GV.NOS_BUFF.48.TIMESTAMP.Seconds,1458369440,DWORD
@GV.NOS_BUFF.48.TIMESTAMP.MicroSec,940920,DWORD
@GV.NOS_BUFF.49.HANDLE,187,INT
@GV.NOS_BUFF.49.STATE,3,INT
@GV.NOS_BUFF.49.INDEX,1,INT
@GV.NOS_BUFF.49.TIMESTAMP.Seconds,1458369472,DWORD
@GV.NOS_BUFF.49.TIMESTAMP.MicroSec,740780,DWORD
@GV.NOS_BUFF.50.HANDLE,187,INT
@GV.NOS_BUFF.50.STATE,1,INT
@GV.NOS_BUFF.50.INDEX,1,INT
@GV.NOS_BUFF.50.TIMESTAMP.Seconds,1458369478,DWORD
@GV.NOS_BUFF.50.TIMESTAMP.MicroSec,350768,DWORD
@GV.NOS_BUFF.51.HANDLE,187,INT
@GV.NOS_BUFF.51.STATE,3,INT
@GV.NOS_BUFF.51.INDEX,1,INT
@GV.NOS_BUFF.51.TIMESTAMP.Seconds,1458369576,DWORD
@GV.NOS_BUFF.51.TIMESTAMP.MicroSec,959645,DWORD
@GV.NOS_BUFF.52.HANDLE,187,INT
@GV.NOS_BUFF.52.STATE,1,INT
@GV.NOS_BUFF.52.INDEX,1,INT
@GV.NOS_BUFF.52.TIMESTAMP.Seconds,1458369586,DWORD
@GV.NOS_BUFF.52.TIMESTAMP.MicroSec,979499,DWORD
@GV.NOS_BUFF.53.HANDLE,187,INT
@GV.NOS_BUFF.53.STATE,3,INT
@GV.NOS_BUFF.53.INDEX,1,INT
@GV.NOS_BUFF.53.TIMESTAMP.Seconds,1458369883,DWORD
@GV.NOS_BUFF.53.TIMESTAMP.MicroSec,41046,DWORD
@GV.NOS_BUFF.54.HANDLE,187,INT
@GV.NOS_BUFF.54.STATE,1,INT
@GV.NOS_BUFF.54.INDEX,1,INT
@GV.NOS_BUFF.54.TIMESTAMP.Seconds,1458369888,DWORD
@GV.NOS_BUFF.54.TIMESTAMP.MicroSec,50859,DWORD
@GV.NOS_BUFF.55.HANDLE,187,INT
@GV.NOS_BUFF.55.STATE,3,INT
@GV.NOS_BUFF.55.INDEX,1,INT
@GV.NOS_BUFF.55.TIMESTAMP.Seconds,1458369924,DWORD
@GV.NOS_BUFF.55.TIMESTAMP.MicroSec,259535,DWORD
@GV.NOS_BUFF.56.HANDLE,187,INT
@GV.NOS_BUFF.56.STATE,1,INT
@GV.NOS_BUFF.56.INDEX,1,INT
@GV.NOS_BUFF.56.TIMESTAMP.Seconds,1458369934,DWORD
@GV.NOS_BUFF.56.TIMESTAMP.MicroSec,99167,DWORD
@GV.NOS_BUFF.57.HANDLE,187,INT
@GV.NOS_BUFF.57.STATE,3,INT
@GV.NOS_BUFF.57.INDEX,1,INT
@GV.NOS_BUFF.57.TIMESTAMP.Seconds,1458370001,DWORD
@GV.NOS_BUFF.57.TIMESTAMP.MicroSec,206611,DWORD
@GV.NOS_BUFF.58.HANDLE,187,INT
@GV.NOS_BUFF.58.STATE,1,INT
@GV.NOS_BUFF.58.INDEX,1,INT
@GV.NOS_BUFF.58.TIMESTAMP.Seconds,1458370009,DWORD
@GV.NOS_BUFF.58.TIMESTAMP.MicroSec,816287,DWORD
@GV.NOS_BUFF.59.HANDLE,187,INT
@GV.NOS_BUFF.59.STATE,3,INT
@GV.NOS_BUFF.59.INDEX,1,INT
@GV.NOS_BUFF.59.TIMESTAMP.Seconds,1458370144,DWORD
@GV.NOS_BUFF.59.TIMESTAMP.MicroSec,152950,DWORD
@GV.NOS_BUFF.60.HANDLE,187,INT
@GV.NOS_BUFF.60.STATE,1,INT
@GV.NOS_BUFF.60.INDEX,1,INT
@GV.NOS_BUFF.60.TIMESTAMP.Seconds,1458370157,DWORD
@GV.NOS_BUFF.60.TIMESTAMP.MicroSec,352885,DWORD
@GV.NOS_BUFF.61.HANDLE,187,INT
@GV.NOS_BUFF.61.STATE,3,INT
@GV.NOS_BUFF.61.INDEX,1,INT
@GV.NOS_BUFF.61.TIMESTAMP.Seconds,1458370184,DWORD
@GV.NOS_BUFF.61.TIMESTAMP.MicroSec,262960,DWORD
@GV.NOS_BUFF.62.HANDLE,187,INT
@GV.NOS_BUFF.62.STATE,1,INT
@GV.NOS_BUFF.62.INDEX,1,INT
@GV.NOS_BUFF.62.TIMESTAMP.Seconds,1458370208,DWORD
@GV.NOS_BUFF.62.TIMESTAMP.MicroSec,893154,DWORD
@GV.NOS_BUFF.63.HANDLE,187,INT
@GV.NOS_BUFF.63.STATE,3,INT
@GV.NOS_BUFF.63.INDEX,1,INT
@GV.NOS_BUFF.63.TIMESTAMP.Seconds,1458370231,DWORD
@GV.NOS_BUFF.63.TIMESTAMP.MicroSec,603448,DWORD
@GV.NOS_BUFF.64.HANDLE,187,INT
@GV.NOS_BUFF.64.STATE,1,INT
@GV.NOS_BUFF.64.INDEX,1,INT
@GV.NOS_BUFF.64.TIMESTAMP.Seconds,1458370236,DWORD
@GV.NOS_BUFF.64.TIMESTAMP.MicroSec,643490,DWORD
@GV.NOS_BUFF.65.HANDLE,187,INT
@GV.NOS_BUFF.65.STATE,3,INT
@GV.NOS_BUFF.65.INDEX,1,INT
@GV.NOS_BUFF.65.TIMESTAMP.Seconds,1458370511,DWORD
@GV.NOS_BUFF.65.TIMESTAMP.MicroSec,962734,DWORD
@GV.NOS_BUFF.66.HANDLE,187,INT
@GV.NOS_BUFF.66.STATE,1,INT
@GV.NOS_BUFF.66.INDEX,1,INT
@GV.NOS_BUFF.66.TIMESTAMP.Seconds,1458370520,DWORD
@GV.NOS_BUFF.66.TIMESTAMP.MicroSec,153098,DWORD
@GV.NOS_BUFF.67.HANDLE,187,INT
@GV.NOS_BUFF.67.STATE,3,INT
@GV.NOS_BUFF.67.INDEX,1,INT
@GV.NOS_BUFF.67.TIMESTAMP.Seconds,1458370520,DWORD
@GV.NOS_BUFF.67.TIMESTAMP.MicroSec,933131,DWORD
@GV.NOS_BUFF.68.HANDLE,187,INT
@GV.NOS_BUFF.68.STATE,1,INT
@GV.NOS_BUFF.68.INDEX,1,INT
@GV.NOS_BUFF.68.TIMESTAMP.Seconds,1458370530,DWORD
@GV.NOS_BUFF.68.TIMESTAMP.MicroSec,173575,DWORD
@GV.NOS_BUFF.69.HANDLE,187,INT
@GV.NOS_BUFF.69.STATE,3,INT
@GV.NOS_BUFF.69.INDEX,1,INT
@GV.NOS_BUFF.69.TIMESTAMP.Seconds,1458370683,DWORD
@GV.NOS_BUFF.69.TIMESTAMP.MicroSec,211437,DWORD
@GV.NOS_BUFF.70.HANDLE,187,INT
@GV.NOS_BUFF.70.STATE,1,INT
@GV.NOS_BUFF.70.INDEX,1,INT
@GV.NOS_BUFF.70.TIMESTAMP.Seconds,1458370688,DWORD
@GV.NOS_BUFF.70.TIMESTAMP.MicroSec,671727,DWORD
@GV.NOS_BUFF.71.HANDLE,187,INT
@GV.NOS_BUFF.71.STATE,3,INT
@GV.NOS_BUFF.71.INDEX,1,INT
@GV.NOS_BUFF.71.TIMESTAMP.Seconds,1458370730,DWORD
@GV.NOS_BUFF.71.TIMESTAMP.MicroSec,674043,DWORD
@GV.NOS_BUFF.72.HANDLE,187,INT
@GV.NOS_BUFF.72.STATE,1,INT
@GV.NOS_BUFF.72.INDEX,1,INT
@GV.NOS_BUFF.72.TIMESTAMP.Seconds,1458370736,DWORD
@GV.NOS_BUFF.72.TIMESTAMP.MicroSec,884376,DWORD
@GV.NOS_BUFF.73.HANDLE,187,INT
@GV.NOS_BUFF.73.STATE,3,INT
@GV.NOS_BUFF.73.INDEX,1,INT
@GV.NOS_BUFF.73.TIMESTAMP.Seconds,1458371094,DWORD
@GV.NOS_BUFF.73.TIMESTAMP.MicroSec,69680,DWORD
@GV.NOS_BUFF.74.HANDLE,187,INT
@GV.NOS_BUFF.74.STATE,1,INT
@GV.NOS_BUFF.74.INDEX,1,INT
@GV.NOS_BUFF.74.TIMESTAMP.Seconds,1458371100,DWORD
@GV.NOS_BUFF.74.TIMESTAMP.MicroSec,729586,DWORD
@GV.NOS_BUFF.75.HANDLE,187,INT
@GV.NOS_BUFF.75.STATE,3,INT
@GV.NOS_BUFF.75.INDEX,1,INT
@GV.NOS_BUFF.75.TIMESTAMP.Seconds,1458371396,DWORD
@GV.NOS_BUFF.75.TIMESTAMP.MicroSec,611216,DWORD
@GV.NOS_BUFF.76.HANDLE,187,INT
@GV.NOS_BUFF.76.STATE,1,INT
@GV.NOS_BUFF.76.INDEX,1,INT
@GV.NOS_BUFF.76.TIMESTAMP.Seconds,1458371404,DWORD
@GV.NOS_BUFF.76.TIMESTAMP.MicroSec,350923,DWORD
@GV.NOS_BUFF.77.HANDLE,187,INT
@GV.NOS_BUFF.77.STATE,3,INT
@GV.NOS_BUFF.77.INDEX,1,INT
@GV.NOS_BUFF.77.TIMESTAMP.Seconds,1458371421,DWORD
@GV.NOS_BUFF.77.TIMESTAMP.MicroSec,418,DWORD
@GV.NOS_BUFF.78.HANDLE,187,INT
@GV.NOS_BUFF.78.STATE,1,INT
@GV.NOS_BUFF.78.INDEX,1,INT
@GV.NOS_BUFF.78.TIMESTAMP.Seconds,1458371426,DWORD
@GV.NOS_BUFF.78.TIMESTAMP.MicroSec,100169,DWORD
@GV.NOS_BUFF.79.HANDLE,187,INT
@GV.NOS_BUFF.79.STATE,3,INT
@GV.NOS_BUFF.79.INDEX,1,INT
@GV.NOS_BUFF.79.TIMESTAMP.Seconds,1458371605,DWORD
@GV.NOS_BUFF.79.TIMESTAMP.MicroSec,133976,DWORD
@GV.NOS_BUFF.80.HANDLE,187,INT
@GV.NOS_BUFF.80.STATE,1,INT
@GV.NOS_BUFF.80.INDEX,1,INT
@GV.NOS_BUFF.80.TIMESTAMP.Seconds,1458371610,DWORD
@GV.NOS_BUFF.80.TIMESTAMP.MicroSec,533903,DWORD
@GV.NOS_BUFF.81.HANDLE,187,INT
@GV.NOS_BUFF.81.STATE,3,INT
@GV.NOS_BUFF.81.INDEX,1,INT
@GV.NOS_BUFF.81.TIMESTAMP.Seconds,1458371939,DWORD
@GV.NOS_BUFF.81.TIMESTAMP.MicroSec,519929,DWORD
@GV.NOS_BUFF.82.HANDLE,187,INT
@GV.NOS_BUFF.82.STATE,1,INT
@GV.NOS_BUFF.82.INDEX,1,INT
@GV.NOS_BUFF.82.TIMESTAMP.Seconds,1458371947,DWORD
@GV.NOS_BUFF.82.TIMESTAMP.MicroSec,860264,DWORD
@GV.NOS_BUFF.83.HANDLE,187,INT
@GV.NOS_BUFF.83.STATE,3,INT
@GV.NOS_BUFF.83.INDEX,1,INT
